Alkon hinnasto 19.11.2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
931096;Casa Fina Tempranillo Rosé tölkki;Casa Fina;0,25 l;4.49;17.96;;120;roseeviinit;Kuiva;;;Espanja;;;;;Tempranillo, ;Kuiva, keskihapokas, vadelmainen, mansikkainen, kukkainen;tölkki;metallipakkaus;12.5;5.3;6;;;;70.0;tilausvalikoima;8437022122106
918702;Chivite Las Fincas Rosado 2021;Chivite Family Estates;0,75 l;17.98;23.84;;120;roseeviinit;Kuiva;;;Espanja;;2021;IPG Vino de la Tierra 3 Riberas;;Tempranillo, Grenache Noir, ;Kuiva, keskihapokas, hedelmäinen, mineraalinen, kukkainen;pullo;luonnonkorkki;13.5;6.1;;;;;80.0;tilausvalikoima;8410062717143
913914;Codorníu BeFrizz Bubbly Rosé tölkki;Codorníu;0,25 l;3.98;15.92;;120;roseeviinit;Puolikuiva;;;Espanja;;;;;;Puolikuiva, keskihapokas, punamarjainen, sitruksinen, pirskahteleva;tölkki;metallipakkaus;11.5;4.8;19;;;;70.0;tilausvalikoima;8410013021848
456657;Coral de Peñascal Rosé 2022;Bodegas Penascal;0,75 l;11.99;15.85;;120;roseeviinit;Kuiva;;;Espanja;;2022;;;Tempranillo, ;Kuiva, hapokas, vadelmainen, punaherukkainen, kevyen mansikkainen, hennon sitruksinen, mausteinen;pullo;metallinen kierrekapseli;12.0;5.1;4;;;;70.0;vakiovalikoima;8410849001632
919312;Freixenet Rosado 2019;Freixenet;0,75 l;11.24;14.85;;120;roseeviinit;Kuiva;vegaaninen;;Espanja;;2019;;;Bobal, ;Kuiva, keskihapokas, mansikkainen, metsämarjainen, sitruksinen;pullo;luonnonkorkki;12.0;4.8;6;;;;70.0;tilausvalikoima;8410036808501
462378;Liisa Bobal Rosé 2021 kartonkitölkki;Urban Beverages;1 l;9.69;9.69;;120;roseeviinit;Puolimakea;;;Espanja;;2021;;;Bobal, ;Puolimakea, keskihapokas, punaherukkahilloinen, mansikkainen, kevyen sitruksinen;kartonkitölkki;muovisuljin;12.0;5.1;30;;;;80.0;vakiovalikoima;6430036540654
930746;Oníric Pet Nat Rose 2021;Entre Vinyes;0,75 l;17.98;23.97;;120;roseeviinit;Kuiva;luomu;;Espanja;;2021;;Sisältää sakkaa;Garnacha, ;Kuiva, hapokas, hedelmäinen, kirsikkainen, metsämarjainen;pullo;kruunukorkki;11.0;5.0;1;;;;60.0;tilausvalikoima;8437004333902
927431;Pazzione Rose by Pernilla Wahlgren 2020;Vinimundi;0,75 l;12.98;17.31;;120;roseeviinit;Kuiva;luomu;;Espanja;;2020;;;Bobal, Garnacha, ;Kuiva, hapokas, mansikkainen, vadelmainen, yrttinen;pullo;metallinen kierrekapseli;12.0;4.9;7;;;;70.0;tilausvalikoima;7350005881047
926657;Torres Viña Esmeralda Rosé 2021;Miguel Torres;0,75 l;12.98;17.17;;120;roseeviinit;Kuiva;;;Espanja;;2021;;;Grenache, ;Kuiva, hapokas, vadelmainen, persikkainen, hennon raparperinen, kevyen litsiluumuinen;pullo;metallinen kierrekapseli;12.5;4.4;3;;;;70.0;vakiovalikoima;8410113009005
472417;Txomin Etxaniz Txakoli Rose 2022;Txomin Etxaniz;0,75 l;15.50;20.53;;120;roseeviinit;Kuiva;;;Espanja;;2022;DO Getariako Txakolina;;Hondarrabi Zuri, Hondarrabi Beltza, ;Kuiva, hapokas, punaherukkainen, vadelmainen, sitruksinen, yrttinen, pirskahteleva;pullo;synteettinen korkki;12.5;6.7;4;;;;70.0;vakiovalikoima;8428599002014
942695;Allesverloren Tinta Rose 2018;Allesverloren;0,75 l;10.99;14.52;;120;roseeviinit;Kuiva;;;Etelä-Afrikka;Coastal Region;2018;WO Swartland;;Tinta Barroca, Touriga Nacional, Shiraz, Petit Verdot, Merlot, ;Kuiva, hapokas, vadelmainen, kirsikkainen, mansikkainen;pullo;metallinen kierrekapseli;13.5;7.0;6;;;;80.0;tilausvalikoima;6001108081247
454697;Kleinood Blaauwklippenpad Tamboerskloof Katharien Rosé 2019;Kleinood Blaauwklippenpad Stellenbosch;0,75 l;19.01;25.21;;120;roseeviinit;Kuiva;;;Etelä-Afrikka;Coastal Region;2019;WO Stellenbosch;;Shiraz, ;Kuiva, hapokas, vadelmainen, sitruksinen, metsämarjainen, raikas;pullo;metallinen kierrekapseli;13.0;6.2;3;;;;70.0;erikoiserä;6009826110270
402328;Eastfields Pinotage Rosé 2020 muovipullo;Sommestad & Malmnäs;1 l;12.35;11.95;;120;roseeviinit;Kuiva;kestävän kehityksen sertifiointi;;Etelä-Afrikka;;2020;;;Pinotage, ;Kuiva, hapokas, vadelmainen, sitruksinen, metsämarjainen, yrttinen;muovipullo;muovisuljin;12.5;5.6;0;;;;70.0;vakiovalikoima;7350100260037
448928;Kiroileva Viini Syrah Rosé 2022 kartonkitölkki;Hedon Oy;1 l;10.99;10.99;;120;roseeviinit;Kuiva;ympäristövastuullinen pakkaus;;Etelä-Afrikka;;2022;;;Syrah, ;Kuiva, hapokas, metsämansikkainen, sitruksinen, vadelmainen, kevyen herukkainen, raikas;kartonkitölkki;muovisuljin;13.0;6.2;3;;;;70.0;vakiovalikoima;6004786104857
908185;Spier Signature Chardonnay Pinot Noir Rosé 2021;Spier;0,75 l;11.99;15.85;;120;roseeviinit;Kuiva;kestävän kehityksen sertifiointi;;Etelä-Afrikka;;2021;WO Western Cape;;Pinot Noir, Chardonnay, ;Kuiva, hapokas, mansikkainen, mineraalinen, hedelmäinen;pullo;metallinen kierrekapseli;13.0;5.9;4;;;;80.0;tilausvalikoima;6001522002774
900394;Two Oceans Lightkeeper Rosé 2021;Distell;0,75 l;8.99;11.85;;120;roseeviinit;Puolikuiva;ympäristövastuullinen pakkaus;;Etelä-Afrikka;;2021;Western Cape;Matala-alkoholinen viini (0,6-9,9%);Sauvignon Blanc, Red Moscato, ;Puolikuiva, keskihapokas, hedelmäinen, punaherukkainen, metsämarjainen;pullo;metallinen kierrekapseli;9.5;6.5;10;;;;60.0;tilausvalikoima;6001108081650
950197;Black Tower Pink Bubbly 2022;Reh Kendermann;0,75 l;10.38;13.71;;120;roseeviinit;Puolimakea;;;Euroopan unioni;;2022;;Matala-alkoholinen viini (0,6-9,9%);;Puolimakea, keskihapokas, vadelmakarkkinen, mansikkainen, kevyen mausteinen, pirskahteleva;pullo;metallinen kierrekapseli;8.5;4.7;35;;;;60.0;vakiovalikoima;4069600014424
914151;Ausonia Apollo Cerasuolo d'Abruzzo 2022;Ausonia;0,75 l;28.35;37.8;;120;roseeviinit;Kuiva;;;Italia;Abruzzit;2022;DOC Cerasuolo d'Abruzzo;;Montepulciano, ;Kuiva, hapokas, mansikkainen, punamarjainen, karpaloinen;pullo;luonnonkorkki;12.0;6.1;0;;;;70.0;tilausvalikoima;6419294226494
910964;Fantini Calalenta Merlot Rosato 2021;Fantini;0,75 l;16.00;21.33;;120;roseeviinit;Kuiva;;;Italia;Abruzzit;2021;IGT Abruzzo;;Merlot, ;Kuiva, hapokas, hedelmäinen, punamarjainen, vadelmainen;pullo;lasitulppa;13.5;6.0;2;;;;80.0;tilausvalikoima;8019873824196
938017;Orsogna Lunaria Ramoro Pinot Grigio Rosé 2020;Orsogna;0,75 l;14.99;19.99;;120;roseeviinit;Puolikuiva;;;Italia;Abruzzit;2020;IGP Terre di Chieti;;Pinot Gris, ;Puolikuiva, hapokas, hedelmäinen, punamarjainen, mineraalinen;pullo;luonnonkorkki;13.5;6.3;8;;;;80.0;tilausvalikoima;8032692480206
943437;Zaccagnini Cerasuolo d'Abruzzo Rosé 2021;Cantina Zaccagnini;0,75 l;14.95;19.93;;120;roseeviinit;Kuiva;;;Italia;Abruzzit;2021;DOC Cerasuolo d'Abruzzo;;Montepulciano, ;Kuiva, hapokas, mansikkainen, karpaloinen, vadelmasorbettinen, kevyen mausteinen;pullo;synteettinen korkki;12.0;5.9;2;;;;70.0;vakiovalikoima;8028938020091
424698;Asio Otus Rosato 2021 muovipullo;MGM;1 l;11.39;10.99;;120;roseeviinit;Kuiva;;;Italia;Apulia;2021;IGT Puglia;;Merlot, Sangiovese, Montepulciano, ;Kuiva, hapokas, sitruksinen, kevyen mansikkainen, punaherukkainen, yrttinen;muovipullo;muovisuljin;12.0;6.2;4;;;;70.0;vakiovalikoima;8053303273277
435667;Crudo Rosato Nerello Mascalese Organic 2022;Mare Magnum;0,75 l;11.99;15.85;;120;roseeviinit;Puolikuiva;luomu;;Italia;Apulia;2022;IGT Terre Siciliane;;Nerello Mascalese, ;Puolikuiva, hapokas, kypsän vadelmainen, metsämansikkainen, kevyen meloninen, raikas;pullo;metallinen kierrekapseli;13.0;6.0;7;;;;80.0;vakiovalikoima;7340048603256
918406;In Me Rosato 2020;Poggio Le Volpi;0,75 l;11.99;15.85;;120;roseeviinit;Kuiva;;;Italia;Apulia;2020;IGP Puglia;;Negroamaro, Syrah, Cabernet Sauvignon, ;Kuiva, keskihapokas, metsämansikkainen, vadelmainen, sitruksinen;pullo;metallinen kierrekapseli;12.5;5.8;8;;;;70.0;tilausvalikoima;8055731070701
455798;La Maschera Ok Rose 2020 kartonkitölkki;Domaine Wines;1 l;10.78;10.78;;120;roseeviinit;Puolikuiva;;;Italia;Apulia;2020;IGT Puglia;;Negroamaro, ;Puolikuiva, keskihapokas, sitruksinen, mansikkainen, vadelmainen, kevyen kukkainen;kartonkitölkki;muovisuljin;13.0;5.8;10;;;;80.0;vakiovalikoima;6430064090701
905841;Masca del Tacco Susumaniello Rosé 2022;Masca del Tacco;0,75 l;16.99;22.52;;120;roseeviinit;Puolikuiva;;;Italia;Apulia;2022;IGT Puglia;;Susumaniello, ;Puolikuiva, hapokas, mansikkainen, vadelmainen, hedelmäinen;pullo;luonnonkorkki;12.5;5.9;8;;;;70.0;tilausvalikoima;8055731070763
929932;Tormaresca Calafuria 2021;Tormaresca;0,75 l;21.50;28.53;;120;roseeviinit;Kuiva;;;Italia;Apulia;2021;IGT Salento;;Negroamaro, ;Kuiva, keskihapokas, hedelmäinen, vadelmainen, metsämarjainen;pullo;luonnonkorkki;12.0;6.2;5;;;;70.0;tilausvalikoima;8026530000480
932164;Torrevento Primaronda 2021;Torrevento;0,75 l;9.98;13.31;;120;roseeviinit;Kuiva;kestävän kehityksen sertifiointi;;Italia;Apulia;2021;DOC Castel del Monte;;Nero di Troia, Bombino nero, ;Kuiva, keskihapokas, mansikkainen, punaherukkainen, mineraalinen;pullo;synteettinen korkki;12.0;5.9;6;;;;70.0;tilausvalikoima;8015393001062
908244;Viva Valentina Organic Rosato 2022;Villa Valentina;0,75 l;12.98;17.17;;120;roseeviinit;Kuiva;luomu;;Italia;Apulia;2022;IGT Puglia;;Bonvino, ;Kuiva, hapokas, metsämarjainen, punaherukkainen, yrttinen, voinen;pullo;metallinen kierrekapseli;12.0;5.3;6;;;;70.0;vakiovalikoima;8033275521842
901668;Zensa Rosé Organico 2021;Orion Wines;0,75 l;10.99;14.52;;120;roseeviinit;Kuiva;;;Italia;Apulia;2021;IGP Puglia;;Primitivo, Negroamaro, ;Kuiva, keskihapokas, mansikkainen, vadelmainen, yrttinen;pullo;metallinen kierrekapseli;13.5;6.9;6;;;;80.0;vakiovalikoima;8052432832317
940197;Pipoli Rosato Basilicata 2022;Vigneti del Vulture;0,75 l;13.49;17.85;;120;roseeviinit;Kuiva;;;Italia;Basilicata;2022;IGP Basilicata Rosato;;Aglianico, ;Kuiva, hapokas, mineraalinen, punamarjainen, hedelmäinen;pullo;lasitulppa;13.0;6.2;5;;;;80.0;tilausvalikoima;8019873924216
930361;Villa dei Pini Basilicata Rosato 2021;D'Angelo;0,375 l;10.93;29.15;;120;roseeviinit;Kuiva;;;Italia;Basilicata;2021;IGT Basilicata;Saattaa sisältää sakkaa;Aglianico, ;Kuiva, keskihapokas, kukkainen, mineraalinen, punamarjainen;pullo;luonnonkorkki;12.5;6.3;1;;;;70.0;tilausvalikoima;8005105000025
948463;Lacryma Christi Del Vesuvio Rosato;Sorrentino;0,375 l;11.69;31.17;;120;roseeviinit;Kuiva;;;Italia;Campania;;DOP Vesuvio;Saattaa sisältää sakkaa;Piedirosso, Aglianico, ;Kuiva, keskihapokas, mineraalinen, punamarjainen, karpaloinen;pullo;luonnonkorkki;12.5;6.3;2;;;;70.0;tilausvalikoima;8026188243956
958321;Camillo Donati Il Mio Malvasia Rosa 2022;Camillo Donati;0,75 l;29.75;39.67;uutuus;120;roseeviinit;Kuiva;;;Italia;Emilia-Romagna;2022;IGT Dell'Emilia;Saattaa sisältää sakkaa;Malvasia, ;Kuiva, hapokas, kukkainen, hedelmäinen, pirskahteleva;pullo;kruunukorkki;12.5;7.1;1;;;;70.0;tilausvalikoima;6430081110703
418367;Rose di Bacco Lambrusco Rosato Amabile;Chiarli;0,75 l;8.98;11.84;;120;roseeviinit;Puolimakea;;;Italia;Emilia-Romagna;;IGT Emilia;Saattaa sisältää sakkaa. Matala-alkoholinen viini (0,6-9,9%);Lambrusco, ;Puolimakea, keskihapokas, mansikkainen, vadelmainen, metsämarjainen, kevyen kirsikkainen, pirskahteleva;pullo;luonnonkorkki;8.0;6.2;45;;;;60.0;vakiovalikoima;8003325609028
912746;Cantina Kaltern Rosenmuskateller Moscato Rosa 2018;Cantina Kaltern;0,75 l;21.51;28.68;;120;roseeviinit;Puolimakea;;;Italia;Friuli;2018;IGT Trevenezie;;Moscato Rosa, ;Puolimakea, keskihapokas, kukkainen, metsämansikkainen, mineraalinen;pullo;luonnonkorkki;12.0;4.9;40;;;;80.0;tilausvalikoima;8001634081207
902944;Tenuta Iuzzolini Lumare;Tenuta Iuzzolini;0,75 l;22.95;30.6;;120;roseeviinit;Kuiva;;;Italia;Kalabria;;IGT Calabria;;Cabernet Sauvignon, Gaglioppo, ;Kuiva, hapokas, mansikkainen, kukkainen, mausteinen;pullo;synteettinen korkki;13.0;5.5;10;;;;80.0;tilausvalikoima;8050046760316
417827;Pino Pino Frizzante Pinot Noir Rosé;Statiellae;0,75 l;9.98;13.17;;120;roseeviinit;Puolikuiva;;;Italia;Lombardia;;IGT Provincia di Pavia;;Pinot Noir, ;Puolikuiva, keskihapokas, punaherukkainen, vadelmainen, hennon kukkainen, pirskahteleva;pullo;metallinen kierrekapseli;11.5;5.4;13;;;;70.0;vakiovalikoima;8056457511219
929773;She's Always Rosé Pinot Noir 2020;Enoitalia;0,75 l;11.99;15.85;;120;roseeviinit;Kuiva;;;Italia;Lombardia;2020;IGT Provincia di Pavita;;Pinot Noir, ;Kuiva, keskihapokas, mansikkainen, kirsikkainen, hedelmäinen;pullo;luonnonkorkki;11.5;5.5;5;;;;70.0;tilausvalikoima;8003625024446
464907;Deltetto Suasì Rosato 2021;Deltetto;0,75 l;16.90;22.53;;120;roseeviinit;Kuiva;luomu;;Italia;Piemonte;2021;Langhe DOC;Saattaa sisältää sakkaa;Nebbiolo, ;Kuiva, hapokas, punaherukkainen, kevyen mansikkainen, hennon kirsikkainen, mausteinen;pullo;luonnonkorkki;12.5;6.6;2;;;;70.0;vakiovalikoima;8019807000337
945518;Fontanafredda Solerose Rosato 2019;Fontanafredda;0,75 l;17.98;23.84;;120;roseeviinit;Kuiva;;;Italia;Piemonte;2019;DOC Langhe;;Nebbiolo, Barbera, Dolcetto, ;Kuiva, hapokas, sitruksinen, metsämarjainen, mineraalinen;pullo;luonnonkorkki;12.5;5.2;2;;;;70.0;tilausvalikoima;8000174002819
930856;Podere Ruggeri Corsini Rosin Rosato 2021;Podere Ruggeri Corsini;0,75 l;19.80;26.4;;120;roseeviinit;Kuiva;;;Italia;Piemonte;2021;DOC Langhe;Saattaa sisältää sakkaa;Nebbiolo, ;Kuiva, keskihapokas, punamarjainen;pullo;luonnonkorkki;13.0;5.8;2;;;;70.0;tilausvalikoima;8032591130158
463677;Ricossa Piemonte Nebbiolo Rosato 2022;Ricossa;0,75 l;11.49;15.19;;120;roseeviinit;Kuiva;vegaaninen;;Italia;Piemonte;2022;DOC Piemonte;;Nebbiolo, ;Kuiva, hapokas, metsämansikkainen, vadelmainen, hennon aprikoosinen, kevyen mineraalinen;pullo;metallinen kierrekapseli;13.0;5.6;2;;;;70.0;vakiovalikoima;8053303271471
948891;Santa Vittoria Max Langhe Rosato  2019;Santa Vittoria;0,75 l;11.89;15.85;;120;roseeviinit;Kuiva;;;Italia;Piemonte;2019;DOC Langhe Rosato;;Barbera, Nebbiolo, Dolcetto, ;Kuiva, hapokas, hedelmäinen, mineraalinen, punamarjainen;pullo;metallinen kierrekapseli;12.5;4.8;1;;;;70.0;tilausvalikoima;4047568155106
950263;Santa Vittoria Max Langhe Rosato 2019;Santa Vittoria;0,75 l;19.99;26.65;;120;roseeviinit;Kuiva;;;Italia;Piemonte;2019;DOC Langhe Rosato;;Nebbiolo, Barbera, Dolcetto, ;Kuiva, hapokas, hedelmäinen, mineraalinen, punamarjainen;pullo;metallinen kierrekapseli;12.5;4.8;1;;;;70.0;tilausvalikoima;4047568155106
950011;Wongraven Senza Compromesso Piemonte Rosato 2019;Wongraven Wines;0,75 l;17.98;23.84;;120;roseeviinit;Kuiva;;;Italia;Piemonte;2019;DOC Piemonte Rosso;;Nebbiolo, ;Kuiva, erittäin hapokas, kirsikkainen, punamarjainen, mineraalinen;pullo;metallinen kierrekapseli;12.0;7.7;2;;;;70.0;tilausvalikoima;8032040311312
911848;Mora & Memo é Rosato 2020;Mora & Memo;0,75 l;22.16;29.55;;120;roseeviinit;Kuiva;;;Italia;Sardinia;2020;IGT Isola dei Nuraghi;;Monica, Cannonau, ;Kuiva, keskihapokas, kirsikkainen, punamarjainen, kukkainen;pullo;lasitulppa;11.5;5.3;4;;;;70.0;tilausvalikoima;8050450357546
455117;Amore Mio Organic Rosato 2020;Mare Magnum;0,75 l;10.99;14.52;;120;roseeviinit;Kuiva;;;Italia;Sisilia;2020;DOC Sicilia;;Frappato, ;Kuiva, hapokas, metsämansikkainen, vadelmainen, kirsikkainen, kevyen sitruksinen, mausteinen;pullo;metallinen kierrekapseli;12.0;5.8;5;;;;70.0;vakiovalikoima;7340048607377
489067;Barone Montalto Rakastaa, Ei Rakasta Kesärosee 2022 muovipullo;MGM;0,75 l;10.18;13.31;;120;roseeviinit;Kuiva;;;Italia;Sisilia;2022;IGT Terre Siciliane;;Nero d'Avola, Syrah, ;Kuiva, hapokas, sitruksinen, villivadelmainen, kevyen karpaloinen, hennon yrttinen;muovipullo;muovisuljin;12.0;5.7;3;;;;70.0;vakiovalikoima;8030423005896
957463;Casa Charlize Floreale Pinot Grigio Blush 2022;Casa Charlize;0,75 l;11.99;15.85;;120;roseeviinit;Puolikuiva;vegaaninen;;Italia;Sisilia;2022;IGT Terre Siciliane;;Pinot Grigio, ;Puolikuiva, keskihapokas, kukkainen, metsämarjainen, hedelmäinen;pullo;metallinen kierrekapseli;12.0;5.1;10;;;;70.0;tilausvalikoima;4740158009987
934415;Grasso Baldovino Rosato 2020;Cantine Grasso;0,75 l;16.13;21.51;;120;roseeviinit;Kuiva;ympäristövastuullinen pakkaus;;Italia;Sisilia;2020;IGP Terre Siciliane;Saattaa sisältää sakkaa;Nero d'Avola, ;Kuiva, keskihapokas, kukkainen, mansikkainen, mineraalinen;pullo;luonnonkorkki;12.5;5.4;5;;;;70.0;tilausvalikoima;8010228030750
495957;Graziosa Rosato 2022;Botter;0,75 l;8.99;11.85;;120;roseeviinit;Kuiva;;;Italia;Sisilia;2022;IGT Terre Siciliane;;Nero d'Avola, Merlot, ;Kuiva, hapokas, mansikkainen, kevyen vadelmainen, hennon persikkainen, mausteinen;pullo;metallinen kierrekapseli;12.0;4.8;8;;;;70.0;vakiovalikoima;8008863061918
909385;Planeta Rose 2022;Aziende Agricole Planeta;0,75 l;15.98;21.31;;120;roseeviinit;Kuiva;luomu;;Italia;Sisilia;2022;DOC Sicilia;;Nero d'Avola, Syrah, ;Kuiva, keskihapokas, metsämarjainen, kukkainen, vadelmainen;pullo;metallinen kierrekapseli;12.5;5.4;2;;;;70.0;tilausvalikoima;8020735006001
926906;Salvatore Marino Turi Rosato 2021;Salvatore Marino;0,75 l;27.50;36.67;;120;roseeviinit;Kuiva;;;Italia;Sisilia;2021;IGT Terre Siciliane;Saattaa sisältää sakkaa;Syrah, ;Kuiva, erittäin hapokas, kirsikkainen, punaherukkainen, mineraalinen;pullo;synteettinen korkki;12.0;6.2;1;;;;70.0;tilausvalikoima;0606707789325
429906;Sancrispino Bio Rosato kartonkitölkki;Terre Cevico;0,5 l;5.98;11.96;;120;roseeviinit;Kuiva;;;Italia;Sisilia;;IGP Terre Siciliane;;Nero d'Avola, ;Kuiva, hapokas, metsämarjainen, punaherukkainen, hennon kukkainen;kartonkitölkki;muovisuljin;12.5;5.8;5;;;;70.0;vakiovalikoima;8011510023887
959301;Terre Nere Etna Rosato 2021;Tenuta Delle Terre Nere;0,75 l;28.90;38.53;;120;roseeviinit;Kuiva;luomu;;Italia;Sisilia;2021;DOC Etna Rosato;;Nerello Mascalese, ;Kuiva, hapokas, mansikkainen, kirsikkainen, sitruksinen;pullo;luonnonkorkki;13.0;5.8;;;;;70.0;tilausvalikoima;8033182053603
915841;Torre Mora Scalunera Rosato 2020;Torre Mora;0,75 l;23.49;31.32;;120;roseeviinit;Kuiva;luomu;;Italia;Sisilia;2020;Etna DOC;;Nerello Mascalese, ;Kuiva, hapokas, hedelmäinen, mineraalinen, punamarjainen;pullo;luonnonkorkki;12.5;7.6;7;;;;70.0;tilausvalikoima;8007674006125
944956;Voria Rosato 2020;Porta del Vento;0,75 l;28.50;38.0;;120;roseeviinit;Kuiva;;;Italia;Sisilia;2020;IGP Terre Siciliane;Saattaa sisältää sakkaa;Perricone, ;Kuiva, hapokas, karpaloinen, mansikkainen, mineraalinen;pullo;kruunukorkki;11.5;5.3;0;;;;60.0;tilausvalikoima;0793596917455
489417;b.io Nero d'Avola Rosato Organic 2022;Terre Cevico;0,75 l;13.80;18.27;;120;roseeviinit;Kuiva;;;Italia;Sisilia;2022;DOC Sicilia;;Nero d'Avola, ;Kuiva, hapokas, mansikkainen, punaherukkainen, vadelmainen, kypsän sitruksinen, kevyen kukkainen;pullo;luonnonkorkki;12.5;6.0;6;;;;70.0;vakiovalikoima;8011510029490
957078;Casa Emma Rosa Organic 2021;Casa Emma;0,75 l;18.99;25.32;;120;roseeviinit;Kuiva;;;Italia;Toscana;2021;IGT Rosato di Toscana;Saattaa sisältää sakkaa;Sangiovese, ;Kuiva, keskihapokas, kirsikkainen, metsämarjainen, mineraalinen;pullo;metallinen kierrekapseli;13.5;5.0;;;;;80.0;tilausvalikoima;8057977940060
903375;Frescobaldi Alìe Rosé 2022;Frescobaldi;0,75 l;18.90;25.2;;120;roseeviinit;Kuiva;;;Italia;Toscana;2022;IGT Toscana;;Syrah, Vermentino, ;Kuiva, hapokas, sitruksinen, hedelmäinen, yrttinen;pullo;synteettinen korkki;12.0;5.4;3;;;;70.0;tilausvalikoima;8007425001867
951695;La Spinetta Il Rosé di Casanova 2021;La Spinetta;0,75 l;22.99;30.65;;120;roseeviinit;Kuiva;;;Italia;Toscana;2021;IGT Toscana;;Sangiovese, Prugnolo Gentile, ;Kuiva, hapokas, mineraalinen, punaherukkainen, hedelmäinen;pullo;luonnonkorkki;12.5;7.7;1;;;;70.0;tilausvalikoima;8022252411719
925745;Poggiotondo Toscana Rosato Organic 2020;Poggiotondo;0,75 l;19.99;26.65;;120;roseeviinit;Kuiva;;;Italia;Toscana;2020;IGT Toscana;;Sangiovese, ;Kuiva, keskihapokas, kirsikkainen, punamarjainen, mineraalinen;pullo;metallinen kierrekapseli;13.5;5.1;0;;;;80.0;tilausvalikoima;8032937130118
931707;Rocca di Montemassi Syrosa 2020;Rocca di Montemassi;0,75 l;15.98;21.17;;120;roseeviinit;Kuiva;vegaaninen;;Italia;Toscana;2020;DOC Maremma Toscana;;Syrah, ;Kuiva, keskihapokas, punamarjainen, sitruksinen, hedelmäinen;pullo;luonnonkorkki;13.0;6.0;1;;;;70.0;tilausvalikoima;8002235029162
943211;Ruffino Aqua di Venus Rosé 2021;Ruffino;0,75 l;26.79;35.72;uutuus;120;roseeviinit;Kuiva;;;Italia;Toscana;2021;IGT Toscana;;Syrah, Sangiovese, Pinot Grigio, ;Kuiva, hapokas, kukkainen, sitruksinen, kirsikkainen;pullo;luonnonkorkki;13.5;4.8;1;;;;80.0;tilausvalikoima;8001660252329
920904;Cantina Kaltern Rosé 2018;Cantina Kaltern;0,75 l;23.31;31.08;;120;roseeviinit;Kuiva;kestävän kehityksen sertifiointi;;Italia;Trentino-Alto Adige;2018;IGT Vigneti Delle Dolomiti;;Pinot Noir, Cabernet Sauvignon, Merlot, ;Kuiva, keskihapokas, mineraalinen, vadelmainen, kirsikkainen;pullo;luonnonkorkki;12.5;5.2;2;;;;70.0;tilausvalikoima;8001634200332
490677;Andrea Formilli Fendi Rosato 2019;Le Corgne;0,75 l;29.36;39.15;;120;roseeviinit;Kuiva;;;Italia;Umbria;2019;IGT Umbria;;Sangiovese, Pinot Noir, ;Kuiva, hapokas, sitruksinen, vadelmainen, hennon metsämansikkainen, mineraalinen, raikas;pullo;luonnonkorkki;12.0;6.6;3;;;;70.0;erikoiserä;8053908640153
931528;Bolla La Canestraia Rosé Classico 2022;Bolla;0,75 l;14.49;19.32;;120;roseeviinit;Kuiva;;;Italia;Veneto;2022;DOC Chiaretto di Bardolino;;Corvina, Molinara, Rondinella, ;Kuiva, keskihapokas, kirsikkainen, mansikkainen, herukkainen;pullo;luonnonkorkki;12.5;5.0;3;;;;70.0;tilausvalikoima;8008960687042
958551;Cantina di Custoza Bardolino Chiaretto 2022;Cantina di Custoza;0,75 l;12.50;16.53;;120;roseeviinit;Kuiva;;;Italia;Veneto;2022;DOC Bardolino Chiaretto;;Corvina, Molinara, Rondinella, Merlot, ;Kuiva, keskihapokas, sitruksinen, metsämansikkainen, punaherukkainen;pullo;luonnonkorkki;12.0;5.4;5;;;;70.0;tilausvalikoima;8004349010470
946322;Cecilia Beretta Chiaretto di Bardolino Classico 2020;Pasqua;0,75 l;13.48;17.97;;120;roseeviinit;Kuiva;ympäristövastuullinen pakkaus;;Italia;Veneto;2020;DOC Chiaretto di Bardolino;;Corvina, Molinara, Rondinella, ;Kuiva, keskihapokas, kirsikkainen, hedelmäinen, mineraalinen;pullo;metallinen kierrekapseli;12.0;5.5;6;;;;70.0;tilausvalikoima;8007880246209
927331;Cecilia Beretta Freeda Rosé 2022;Pasqua;0,75 l;18.48;24.64;;120;roseeviinit;Kuiva;luomu;;Italia;Veneto;2022;IGT Trevenezie;;Carmenère, Corvina, Sauvignon Blanc, ;Kuiva, hapokas, herukkainen, hedelmäinen, mineraalinen;pullo;luonnonkorkki;12.5;5.7;5;;;;70.0;tilausvalikoima;8007880137804
